	a.perfect.circle	abba	ac.dc	adam.green	aerosmith	afi	air	alanis.morissette	alexisonfire	alicia.keys	all.that.remains	amon.amarth	amy.macdonald	amy.winehouse	anti.flag	aphex.twin	apocalyptica	arcade.fire	arch.enemy	arctic.monkeys	as.i.lay.dying	atb	atreyu	audioslave	avril.lavigne	babyshambles	bad.religion	beastie.boys	beatsteaks	beck	beirut	belle.and.sebastian	beyonce	billy.talent	bjork	black.eyed.peas	black.sabbath	blind.guardian	blink.182	bloc.party	bloodhound.gang	blur	boards.of.canada	bob.dylan	bob.marley	bob.marley...the.wailers	breaking.benjamin	bright.eyes	bring.me.the.horizon	britney.spears	bruce.springsteen	bullet.for.my.valentine	caliban	cascada	cat.power	children.of.bodom	chimaira	christina.aguilera	clueso	cocorosie	coldplay	crystal.castles	cypress.hill	daft.punk	damien.rice	dark.tranquillity	david.bowie	david.guetta	death.cab.for.cutie	deep.purple	deftones	deichkind	depeche.mode	dido	die.apokalyptischen.reiter	die.toten.hosen	digitalism	dimmu.borgir	dire.straits	disturbed	dream.theater	dredg	dropkick.murphys	duffy	editors	eels	elliott.smith	eluveitie	elvis.presley	eminem	ensiferum	enter.shikari	equilibrium	eric.clapton	evanescence	faithless	fall.out.boy	farin.urlaub	feist	finntroll	flogging.molly	flyleaf	foo.fighters	frank.sinatra	franz.ferdinand	funeral.for.a.friend	genesis	gentleman	godsmack	goldfrapp	good.charlotte	gorillaz	green.day	groove.coverage	guano.apes	guns.n.roses	hammerfall	hans.zimmer	hatebreed	heaven.shall.burn	him	hoobastank	hot.chip	howard.shore	in.extremo	in.flames	incubus	interpol	iron.maiden	jack.johnson	james.blunt	james.morrison	jamiroquai	jason.mraz	jay.z	jimi.hendrix	jimmy.eat.world	johnny.cash	jose.gonzalez	joy.division	judas.priest	justice	justin.timberlake	kaiser.chiefs	kanye.west	kate.nash	katie.melua	katy.perry	keane	kelly.clarkson	killswitch.engage	kings.of.convenience	kings.of.leon	korpiklaani	kreator	lacuna.coil	lady.gaga	led.zeppelin	lenny.kravitz	leona.lewis	lily.allen	limp.bizkit	linkin.park	lostprophets	machine.head	madonna	mando.diao	manowar	manu.chao	maria.mena	marilyn.manson	massive.attack	metallica	mgmt	michael.jackson	mika	millencolin	misfits	moby	modest.mouse	mogwai	morcheeba	motorhead	muse	my.chemical.romance	nada.surf	nelly.furtado	nickelback	nightwish	nine.inch.nails	nirvana	nofx	norah.jones	nouvelle.vague	oasis	oomph.	opeth	panic.at.the.disco	papa.roach	paramore	parkway.drive	pearl.jam	peter.fox	pink	pink.floyd	placebo	porcupine.tree	portishead	queen	queens.of.the.stone.age	r.e.m.	radiohead	rage.against.the.machine	rammstein	ramones	razorlight	red.hot.chili.peppers	regina.spektor	rihanna	rise.against	rob.zombie	robbie.williams	schandmaul	scooter	seeed	seether	serj.tankian	silverstein	simple.plan	slayer	slipknot	snow.patrol	soilwork	sonata.arctica	sonic.syndicate	staind	stars	stone.sour	subway.to.sally	sufjan.stevens	sum.41	system.of.a.down	tegan.and.sara	tenacious.d	the.beatles	the.chemical.brothers	the.clash	the.cure	the.decemberists	the.doors	the.fratellis	the.fray	the.hives	the.killers	the.kooks	the.libertines	the.national	the.notwist	the.offspring	the.postal.service	the.prodigy	the.pussycat.dolls	the.rolling.stones	the.shins	the.smashing.pumpkins	the.smiths	the.streets	the.strokes	the.subways	the.ting.tings	the.used	the.white.stripes	the.wombats	thievery.corporation	three.days.grace	timbaland	tom.waits	tool	tori.amos	travis	trivium	u2	underoath	volbeat	yann.tiersen
a.perfect.circle	1	0	0.017917234	0.051553926	0.062776482	0	0.051754917	0.060717674	0	0	0.13012001	0.042933879	0	0.036037499	0	0	0.085867758	0.056343617	0.029880715	0.063887656	0.087287156	0	0.024655684	0.117697977	0	0	0.023669053	0	0.046880723	0.02548236	0	0.028171808	0	0.10298573	0	0.02548236	0.027066598	0.022194838	0.036885556	0.113855009	0.024147264	0	0.05976143	0	0.04130081	0.029880715	0.047338107	0.085714286	0	0	0	0.145816523	0.117697977	0	0.031943828	0.043284366	0.033149677	0	0.01698824	0	0.096343596	0	0	0.019017457	0	0.031388241	0	0	0.132287566	0	0.323669437	0.033473096	0.036037499	0.033149677	0.046004371	0.042111744	0.026398184	0.028171808	0.029880715	0.106904497	0.15430335	0.347439614	0.023669053	0	0.169030851	0.028571429	0	0.027066598	0	0	0.023002185	0.028171808	0.024147264	0	0.081325006	0	0.097590007	0.033638397	0	0.026082027	0.028171808	0.031388241	0.109388354	0.057977104	0.040406102	0.066299354	0.03086067	0	0.165748386	0	0	0.064400819	0.035834469	0	0.09258201	0.063887656	0.028171808	0.052796368	0.058848989	0.049844479	0.098622735	0.065060005	0	0	0.036454131	0.152127766	0.200838578	0.123278418	0.021128856	0.061213337	0	0	0.028171808	0	0	0.050964719	0.076447079	0.035834469	0.027788501	0.027788501	0	0.026082027	0.023440362	0.048795004	0	0.023904572	0	0	0.029880715	0	0.138013112	0.029880715	0.071668937	0.027066598	0	0	0	0.055577001	0.031943828	0	0	0.154102826	0.108112496	0.052164053	0.117697977	0.022587698	0.016495722	0.03086067	0	0	0.162791386	0.083225038	0.165615734	0	0	0	0.029424494	0	0.022388683	0.098622735	0.094164723	0	0	0.137730008	0.088779352	0.058848989	0.040697846	0.047338107	0.017434201	0.214669395	0.046880723	0.025776963	0.047338107	0.029424494	0.02146694	0.060717674	0.187082869	0.056343617	0.060180814	0.023669053	0.028571429	0.100790526	0	0	0.043284366	0.143747227	0.223606798	0.060180814	0.040996003	0.145643816	0.023669053	0.173384289	0.120361628	0.112150077	0	0	0.062136977	0.029880715	0.019783565	0.032681658	0.066299354	0	0.039036003	0	0.039298875	0.13012001	0.065060005	0.052164053	0	0	0.149330679	0.087287156	0.114285714	0.031388241	0	0.159719141	0	0.094676214	0.069368798	0	0.019389168	0.199204768	0	0.137546061	0.029649973	0.024655684	0	0.067763093	0.032530002	0.046004371	0	0.03086067	0.022194838	0.088273483	0.032681658	0	0.033149677	0.083365502	0.068298778	0.095831485	0.070876991	0	0	0.024655684	0.174455675	0	0	0.022388683	0	0	0.056343617	0.099930628	0	0	0.076447079	0.047338107	0.081199794	0.394708941	0.125552964	0.030358837	0.111154003	0.024397502	0.065060005	0.052164053	0
abba	0	1	0.052278773	0.025070611	0.061056251	0	0.016778901	0.02952693	0	0	0	0	0.117427848	0.052574973	0	0	0	0	0	0.015534244	0	0.116247639	0	0	0.103561628	0	0.023020463	0.050141221	0	0	0.0632772	0	0.060030023	0.02861819	0	0.02478408	0.052649813	0.021586645	0	0.0316386	0.02348557	0.02952693	0	0.023980057	0.040169066	0.02906191	0	0	0	0.126836572	0.064482588	0.035455197	0	0.050734629	0	0	0	0.126836572	0.0826136	0	0.105416486	0	0.030528126	0.055488993	0.025367314	0	0.058123819	0.048478617	0	0.096723882	0	0.032555851	0.105149946	0.096723882	0	0.054610371	0.025674808	0	0.058123819	0	0.090045034	0	0	0.150075056	0.027399831	0.027788501	0.0316386	0	0.191798819	0.022798038	0	0	0	0.058123819	0.0474579	0.061056251	0	0	0.040169066	0	0	0	0.015198692	0.112776775	0.019649437	0	0.060030023	0	0	0.025674808	0.0474579	0.020878692	0.069705031	0.16120647	0	0.031068488	0.027399831	0.102699233	0	0	0	0.0316386	0.061056251	0.114472761	0.017727599	0.016439899	0.016277925	0	0.041099747	0.044651955	0.081081081	0.030015011	0.027399831	0.082199494	0	0.02478408	0	0.052278773	0	0.027027027	0	0.050734629	0.068394113	0.02372895	0.019110994	0.092998111	0.062136977	0	0.058123819	0.164398987	0	0	0	0	0	0	0	0.054054054	0.031068488	0.060030023	0.061056251	0.037470007	0.058416636	0	0	0.241656126	0.064174793	0	0	0	0	0.040472233	0.067115606	0.064759934	0.187884557	0.140970969	0	0	0.043550356	0	0	0.026669037	0	0.02976797	0.021586645	0.02861819	0.059373937	0.046040926	0.118695226	0	0.030397384	0	0.069061388	0.02861819	0.020878692	0	0	0.054799662	0.039021141	0.023020463	0	0.024507154	0.049820417	0.093942278	0.0631474	0.031068488	0.062136977	0.01951057	0.17942675	0	0.069061388	0.015330285	0	0.036358962	0	0.025674808	0.036260562	0	0.134690123	0.01589305	0	0.205398466	0.01898316	0.100282442	0.019110994	0	0.0316386	0	0.027399831	0	0	0.021223818	0.027788501	0.030528126	0	0	0.093205465	0.023020463	0	0.027788501	0	0.012916404	0.088580789	0.038221988	0.17302494	0.023980057	0	0.021968739	0	0	0	0.030015011	0	0.02861819	0.01589305	0	0	0.027027027	0.033213611	0.031068488	0.034467393	0.091584377	0.067115606	0.047960114	0.024239308	0.025993762	0.027027027	0	0.022798038	0.032241294	0	0	0	0	0	0	0	0	0.061056251	0.02952693	0	0.0949158	0	0.025367314	0
ac.dc	0.017917234	0.052278773	1	0.113153713	0.177152998	0.067894201	0.075729906	0.038076248	0	0.088333157	0.020399669	0.107695892	0.015142827	0.011299615	0.052999894	0	0.161543838	0.017666631	0.149906338	0.090144347	0.082107083	0.037476584	0.046384975	0.110713168	0.040064154	0.033947101	0.133586453	0.048494448	0.12739589	0.015980069	0.020399669	0.017666631	0.019352825	0.083034876	0	0.015980069	0.237629705	0.167021449	0.104089725	0.040799337	0.181713922	0	0	0.077308291	0.155399222	0.112429753	0.059371757	0.017917234	0.020399669	0.032712245	0.041576537	0.080011758	0.018452195	0.06542449	0	0.176434468	0.020788269	0	0.095880416	0	0.105730411	0	0.059050999	0.047703632	0	0.078734666	0.037476584	0.015628816	0.023702273	0.187094419	0.036904389	0.073468801	0.146895	0	0.100973209	0.228872885	0.016554386	0.105999788	0.093691461	0.111733587	0.058058475	0	0.103900574	0	0.017666631	0.035834469	0	0.033947101	0.070666525	0.044098577	0.144247441	0.017666631	0.121142615	0.112429753	0.07139884	0.039367333	0.036719404	0.189852716	0.012949935	0.114492857	0.088333157	0.059050999	0.137195574	0.054536441	0.076016388	0	0.11611695	0.060096231	0.041576537	0.049663157	0.030599503	0.067309933	0.168539326	0.083153075	0.058058475	0.080128308	0.211999576	0.049663157	0.055356584	0.062515264	0.061846633	0.020399669	0	0.055356584	0.137163013	0.148399703	0.083964344	0.030923316	0.26499947	0.143951548	0.052278773	0.058058475	0.052999894	0.035333263	0.058058475	0.159800693	0.079900347	0.146067416	0.017426258	0	0.215006812	0.016356122	0.014699526	0.015299752	0.0492889	0.029981268	0	0.018178814	0.018738292	0	0.043274232	0.018738292	0.02247191	0.084867752	0.187094419	0	0.034852516	0.15683632	0.060096231	0	0.019683666	0.144957563	0.150661538	0.06542449	0.092260973	0.028329635	0.072411641	0.135469775	0.07814408	0	0.114847874	0.06523836	0.26830024	0.055673816	0.090856961	0.018178814	0.092260973	0.020788269	0.05616006	0.015461658	0	0.085977181	0.206345235	0.047983849	0.055673816	0.018452195	0	0.163272331	0.174928694	0.067309933	0.195993677	0.096988897	0.059371757	0	0.107695892	0.057114372	0.117320267	0.052999894	0.125798604	0.044528818	0	0.126412124	0.149906338	0.045428481	0.162862586	0.060096231	0.040064154	0.062899302	0.05141745	0.104381376	0.074214696	0.049422656	0.176118046	0.226617833	0.139410062	0.082771928	0.272764079	0	0.024812674	0.071731704	0.103941344	0.049663157	0.09791841	0.096988897	0.147866701	0.061199006	0.081598675	0.06542449	0.035333263	0.140659345	0.14046862	0.027369028	0.053751703	0.078734666	0.020032077	0.020032077	0.020032077	0.118743514	0.174005581	0	0.145908115	0.149906338	0.038076248	0.123222251	0.213826317	0.015461658	0.059050999	0.099153722	0.020399669	0.057698976	0.082771928	0	0.125266086	0.055356584	0.061484318	0.078734666	0	0.017426258	0.246274698	0.020032077	0.088894376	0	0.173096929	0.015461658	0.031257632	0.016760038	0.017426258	0.042120045	0.073497629	0.062364806	0.070666525	0.146222572	0	0.019038124	0.031960139	0.044528818	0.067894201	0.058240763	0.039367333	0	0.087131289	0.122398012	0.020399669	0.130848979	0
adam.green	0.051553926	0.025070611	0.113153713	1	0.056636547	0	0.093385921	0	0	0.025416428	0	0.019367338	0	0.14630762	0.025416428	0.05981486	0	0.101665714	0.026958193	0.158507365	0.019687481	0	0.022244203	0.053093187	0.038426028	0.195354516	0	0.046511628	0.098689485	0.091960098	0.088045091	0.15249857	0	0.079639781	0.064699664	0	0.024419315	0	0.016638958	0.146741818	0	0.082168655	0.053916387	0.133465216	0.018630666	0	0	0.154661779	0	0	0	0.016444344	0	0	0.144097604	0	0	0	0.091960098	0.141591368	0.152111026	0.056636547	0	0.034314859	0.047062081	0	0.107832773	0	0.153448726	0	0	0.090597651	0.097538413	0	0.020752427	0.063321585	0.071448826	0	0	0.016074761	0.027842302	0	0.021354071	0	0.15249857	0.103107852	0.088045091	0	0	0.042295493	0	0.025416428	0	0	0.029348364	0	0	0.106219224	0.130414659	0	0.025416428	0	0.169181974	0	0.182270654	0.02990743	0.027842302	0.028819521	0	0.047632551	0.022011273	0.058102013	0.032329632	0	0.027842302	0	0	0.023816275	0	0	0	0	0.084954821	0	0.016444344	0.045749571	0.075498042	0.155709419	0.038124643	0.110452575	0.075211832	0	0.025416428	0.025416428	0	0.045980049	0.045980049	0.096988897	0.025070611	0.125353053	0	0.02353104	0.021147747	0.154078909	0.017727599	0.021566555	0.057639042	0	0.053916387	0.025416428	0	0.08087458	0.145483345	0	0.02990743	0	0	0.075211832	0.057639042	0.027842302	0.028318274	0.017378825	0.043350406	0.02353104	0.053093187	0.020378479	0.133941029	0	0.08993875	0	0.036717341	0.056313829	0.099611649	0.100120216	0	0.104613156	0.053093187	0	0.060596787	0.066732608	0.056636547	0.024738535	0.024738535	0.124259147	0.06007213	0.106186375	0.01835867	0.021354071	0.015729027	0.058102013	0.112787983	0.046511628	0.064062213	0.106186375	0.116204027	0	0.048224282	0.050832857	0.018098251	0.042708142	0	0.068199434	0.061618728	0.02178551	0.058576323	0.115278084	0.028819521	0.054294752	0	0.150170211	0.128124427	0.184867345	0	0.044969375	0.050141221	0.095265102	0.112119179	0.107832773	0	0.04422778	0	0.047632551	0.017609018	0	0.035455197	0	0	0.02353104	0.025416428	0.08993875	0	0.078749923	0	0	0	0.028819521	0.057639042	0.021354071	0.031292046	0.051553926	0.052478357	0.107832773	0.136947759	0.070910395	0.160500113	0.022244203	0.028318274	0.081513915	0.088045091	0.041504854	0.071448826	0.027842302	0.080096173	0.106186375	0.176911119	0.283182736	0.02990743	0.100282442	0.030809364	0.115278084	0.015986194	0	0.041504854	0.088976811	0.067454063	0.120560706	0.150423663	0.22218822	0.105738734	0.05981486	0.050832857	0.165287437	0	0	0.045980049	0	0.146515887	0.083789158	0.056636547	0.082168655	0.025070611	0.022011273	0	0.02353104	0.088045091
aerosmith	0.062776482	0.061056251	0.177152998	0.056636547	1	0	0.113714707	0.100055602	0	0.061898446	0	0.070749995	0	0.098975948	0	0	0.047166663	0	0	0.01754656	0	0.032826608	0	0.096976228	0	0.029735052	0.026002548	0	0.05150262	0	0	0	0.033903175	0.064650818	0	0.027994626	0.118940207	0.073148977	0	0.017868542	0	0.033351867	0	0	0.113431481	0	0	0	0	0.028653413	0.109253556	0	0	0	0	0.023775852	0	0.028653413	0.074652335	0	0.092611715	0	0	0.041784716	0.028653413	0	0.131306433	0	0	0.109253556	0.032325409	0.055159735	0.039590379	0.036417852	0.025269935	0.077105792	0.02900074	0	0.098479825	0.039148015	0.06780635	0.029361011	0.052005097	0	0	0.031388241	0	0.059470103	0.061898446	0	0.025269935	0	0.053055811	0.131306433	0.035737084	0	0	0.092386884	0.068058889	0.028653413	0.030949223	0	0.137340321	0.095539463	0.11097419	0	0.101709526	0.070186241	0.072835704	0	0	0	0.019683666	0.036417852	0	0.140372481	0.061898446	0.087002219	0.032325409	0.027379284	0.027086449	0.035737084	0	0	0.06007213	0.037139068	0.036773157	0.027086449	0.069635752	0.151308594	0.091584377	0.06780635	0.092847669	0.061898446	0.033903175	0.055989251	0.027994626	0.078734666	0	0	0.125552964	0.028653413	0.07725393	0.053605627	0.043173289	0.052522573	0	0	0.032826608	0	0	0.032826608	0.019683666	0.059470103	0.036417852	0	0	0.213696879	0.175465602	0.033903175	0	0.042323896	0.118771137	0.028653413	0.032325409	0.07444375	0.018122009	0.033903175	0.027379284	0.063692976	0.067065275	0.045715032	0.18194353	0.024382992	0.053055811	0	0	0	0.024595948	0	0.034482759	0.120495047	0.060247523	0.033624132	0	0	0.022355092	0.130012742	0.095765059	0	0.120172781	0.028318274	0.130012742	0.032325409	0.141499989	0.100055602	0.058722022	0	0.044075964	0	0	0.110727306	0.075032247	0.106111622	0.071327555	0	0.03509312	0	0.09007547	0.068572548	0.104010193	0.051948539	0.088151929	0.095827494	0.030528126	0.116002958	0.150178521	0	0.043467991	0.035903692	0	0.145003698	0.021442251	0.084954821	0.043173289	0	0.071474169	0	0.030949223	0.054758568	0.02050662	0.04794633	0	0	0	0.03509312	0	0.026002548	0.076207759	0.031388241	0.042601432	0.058358415	0	0.064759934	0.130292468	0.027086449	0	0.124072917	0	0.075809804	0.058001479	0	0.048765985	0.048488114	0.035903692	0.034482759	0	0	0.093790309	0.03509312	0.019466161	0	0.151619609	0	0.027379284	0	0	0.024595948	0	0.072835704	0	0.073188421	0	0	0	0.052005097	0.029735052	0.025507216	0.068965517	0.033351867	0	0.214422507	0	0.057306826	0
afi	0	0	0.067894201	0	0	1	0	0.057519731	0.083624201	0.053376051	0.030816678	0.020336296	0.068626352	0.051209156	0.186816179	0	0.061008888	0	0	0.060522753	0.041344912	0.028306926	0.163499643	0	0.080697004	0.051282051	0.089689706	0	0.103626971	0	0	0	0.029235267	0.181185769	0.022645541	0	0	0.021025857	0.139771312	0.061633355	0.114377253	0.028759865	0	0	0.058688303	0	0.134534559	0	0.030816678	0.024708311	0.031403715	0.086335314	0	0.024708311	0	0.020502309	0	0.049416621	0.09656091	0	0.07986061	0	0.029735052	0.03603165	0.024708311	0.059470103	0	0.047219216	0.017902872	0	0.055749467	0.01585505	0.051209156	0	0.021790682	0.146277113	0	0	0	0.101273937	0.029235267	0.025318484	0.067267279	0	0.026688026	0.027066598	0	0.076923077	0.026688026	0.044411559	0.021790682	0.106752103	0	0	0.092450033	0	0.221880078	0.095600081	0.058688303	0.049416621	0.053376051	0.118940207	0.103626971	0	0.0765559	0.251229717	0.087705802	0.030261377	0	0.050015632	0.092450033	0.061008888	0.118814852	0	0.087705802	0.030261377	0.026688026	0.025007816	0	0.047219216	0.070071275	0.061633355	0	0	0.069068252	0.096076892	0.110985349	0	0.040032038	0.086983931	0.026324906	0.029235267	0	0	0	0.024140227	0.09656091	0.050920651	0.026324906	0.026324906	0.027066598	0	0	0.046225016	0.055843559	0.022645541	0	0	0.028306926	0.026688026	0.087162727	0	0.033947101	0.025641026	0	0.031403715	0	0	0	0.058470535	0	0.091241484	0.136557748	0.172958174	0.027874734	0.042796049	0.109388354	0.029235267	0.023609608	0.027461752	0	0.019710413	0.065372045	0.021025857	0.022875451	0	0.167248402	0.125614859	0.063628476	0	0	0.025976217	0	0.101481253	0.105129283	0.027874734	0.057831493	0.044844853	0.08257979	0.020336296	0.059215412	0.146515887	0.022422426	0	0.020336296	0	0	0.053376051	0.152029725	0.134534559	0.054133196	0.023870496	0.064701545	0.045750901	0.061506928	0.075653442	0	0.038007431	0.019418391	0.039420826	0	0.029864055	0.076014862	0.047219216	0.078974719	0.025007816	0.094182848	0	0.018741583	0.247682767	0	0.050015632	0.05547002	0	0.03722904	0.061633355	0.030816678	0.172958174	0.160128154	0	0.053049589	0.020672456	0.027066598	0.029735052	0.060522753	0.060522753	0	0.067267279	0.049286406	0.027066598	0.18367959	0.163551127	0.028759865	0.03722904	0.014044168	0.046714184	0	0.021398025	0.030816678	0.043581363	0.025007816	0.058470535	0.084103427	0.069686834	0.046440519	0	0	0	0.161753862	0.030261377	0.067143966	0	0.021790682	0	0.023609608	0	0	0.042418984	0.066617339	0	0.160128154	0.047333687	0	0	0.144841365	0.044844853	0	0.021995294	0	0	0.052649813	0.023112508	0.154083388	0.024708311	0.030816678
air	0.051754917	0.016778901	0.075729906	0.093385921	0.113714707	0	1	0.091654447	0.035533453	0.051031036	0	0.012961896	0.014580296	0.130558242	0	0.100080096	0.038885689	0.068041382	0	0.077151675	0	0.108253175	0	0.035533453	0.038575837	0.049029034	0.028583098	0.124514561	0.075485136	0.092318618	0.03928371	0.085051727	0.0186339	0.035533453	0.202072594	0.107705055	0	0	0.04454354	0.108030203	0.014580296	0.146647115	0.180421959	0.059549133	0.012468867	0.09021098	0.028583098	0.051754917	0	0.047245559	0.080064077	0.033016909	0	0.01574852	0.173591269	0	0.020016019	0.062994079	0.07180337	0.132667158	0.239963512	0.113714707	0.037904902	0.218174726	0.094491118	0	0.144337567	0.015048232	0.125519753	0	0.071066905	0.111162161	0.141438095	0.100080096	0	0.042378969	0.095636507	0	0.036084392	0.021516574	0.0372678	0.064549722	0.014291549	0.055901699	0.051031036	0.120761473	0.098209275	0.016343011	0.017010345	0.084920778	0.013888889	0.017010345	0	0.036084392	0.03928371	0.17057206	0.023570226	0.020311112	0.211970734	0.01574852	0.034020691	0	0.103792061	0.140028008	0.109788758	0.020016019	0.093169499	0.038575837	0.020016019	0.302848939	0.029462783	0.103695169	0.032455674	0.020016019	0.0372678	0.077151675	0	0.031878836	0.017766726	0	0.04466185	0	0.113714707	0.017766726	0.044022545	0.020412415	0.070739557	0.0893237	0.012757759	0.138603988	0.033557803	0.093169499	0.255155182	0.102062073	0.093169499	0.030772873	0.015386436	0.075729906	0.167789014	0.083894507	0.017251639	0.094491118	0.09907424	0.11785113	0.0949158	0.057735027	0.019287919	0.017503501	0.054126588	0.034020691	0.013888889	0.180421959	0.119004139	0	0	0	0.016778901	0.016778901	0.077151675	0	0.018952451	0.058155263	0.079785592	0	0.017766726	0.109108945	0.099602384	0	0.120385853	0.070014004	0.086007808	0.314074317	0.066666667	0.134014067	0.07290148	0.035007002	0.017766726	0	0.216295228	0.04466185	0.094762255	0.281463126	0	0.092402659	0.013401407	0.071066905	0.122868297	0.057166195	0.052634495	0.025923792	0.066049494	0.03112864	0.11433239	0.248734169	0.064809481	0.018330889	0.048412292	0.017010345	0.024225079	0.014291549	0	0.121716124	0.061858957	0.058321184	0.143744803	0.144659391	0.096439594	0.230138252	0.024753689	0.150755672	0.11433239	0.190346747	0.01211254	0.067717042	0.016778901	0.063757671	0.112556292	0.09021098	0.023890924	0.039466852	0	0.095636507	0.011785113	0.01556432	0.0474579	0.03928371	0.03928371	0.01574852	0.034020691	0	0.033812611	0.118585412	0.017251639	0	0.019287919	0.019287919	0.115727512	0.014291549	0.031414043	0.120761473	0.011707323	0.040093769	0	0.059322375	0.116368667	0.148872834	0.018952451	0.122747563	0.03928371	0.055555556	0.015939418	0.0186339	0.026802813	0.142133811	0.088800417	0.037904902	0.160128154	0.083894507	0.030929479	0.135015431	0.13908716	0.018952451	0.083333333	0.104210983	0.105337621	0.112962014	0.067115606	0.108147614	0.028306926	0.060048058	0.017010345	0.100564748	0.038575837	0.256632451	0.030772873	0.042874646	0.065372045	0.084115823	0.113714707	0.128316226	0	0.073656956	0	0.031497039	0.07856742
alanis.morissette	0.060717674	0.02952693	0.038076248	0	0.100055602	0.057519731	0.091654447	1	0	0.179605302	0	0.022809896	0.102631601	0.076583958	0.059868434	0	0	0.029934217	0	0.067884423	0	0.063500064	0	0	0.113140706	0.028759865	0.025149773	0.027389552	0.033209032	0.027076518	0	0	0.065582584	0.046897905	0.050800051	0.027076518	0	0	0.03919309	0.034565056	0.0256579	0.032258065	0	0.052396252	0.04388456	0.031750032	0.050299545	0	0	0	0.105670493	0.019367338	0	0.0554274	0.067884423	0	0	0.083141099	0.108306072	0	0.140759827	0	0.033351867	0	0.083141099	0.033351867	0	0.026481357	0	0.035223498	0	0.017783575	0.057437969	0.140893991	0.048882372	0.074577042	0.028049636	0.029934217	0.031750032	0.056796183	0	0.056796183	0.025149773	0.032791292	0.029934217	0.030358837	0	0	0.059868434	0.024906774	0	0	0	0.063500064	0.069130113	0.066703735	0.062217102	0.071485582	0.1097114	0	0.059868434	0.066703735	0.099627096	0.030802055	0.085867758	0	0.032791292	0.067884423	0.035223498	0.028049636	0.025923792	0.022809896	0.076152496	0	0.065582584	0.067884423	0	0.028049636	0	0	0.052396252	0.069130113	0	0.03126527	0	0.03592106	0.053350725	0	0.022450663	0.1300856	0.118107719	0.065582584	0.059868434	0.089802651	0.032791292	0.027076518	0.081229554	0.038076248	0.02952693	0	0.030358837	0	0	0.051847585	0.020878692	0.101600102	0.067884423	0.030802055	0.031750032	0.149671085	0	0.031750032	0	0	0	0	0.02952693	0	0.033942212	0.065582584	0.033351867	0.020467924	0.051055972	0	0.03126527	0.072002304	0.052583048	0.032791292	0.052962714	0.092406166	0.043243875	0.022107884	0.087988269	0.047166663	0.102631601	0.06160411	0	0.035223498	0	0	0	0	0.058271655	0.0975642	0	0	0.108109688	0.100599091	0.055574617	0.068429689	0.08302258	0	0.125748864	0.03126527	0.091239585	0.064516129	0.028398092	0.029934217	0.042630456	0.050299545	0	0.133869888	0.090714376	0.102631601	0.068988307	0.084855529	0	0.042630456	0.043560684	0.044215769	0.075449318	0.083741404	0.021315228	0.039722036	0.02952693	0.028049636	0.158458133	0.031750032	0.021021211	0.0173631	0.070446995	0.112198543	0	0	0.062636077	0	0	0	0	0	0.019834088	0.115934724	0.030358837	0	0	0.033942212	0.033942212	0.050299545	0	0.060717674	0.041204282	0.02822225	0.096774194	0.062636077	0.047257281	0.026198126	0.066703735	0.072002304	0	0.048882372	0.056099271	0.032791292	0.023583332	0.078163175	0.0173631	0	0.035223498	0.02952693	0.054428626	0	0.037655503	0	0.048882372	0.026198126	0.105925428	0.028398092	0	0	0	0.035223498	0.029934217	0.070788145	0	0	0.027076518	0.025149773	0.028759865	0.049341371	0.266814938	0.032258065	0	0.103695169	0	0	0
